street,suburb,numbers,postcode,lon,lat,accuracy,matchedaddress
"Banks Street","Templeton","","8042","172.474055","-43.550838","street","Banks Street, Templeton, Christchurch"
"Bannister Place","Burnside","","8053","172.584559","-43.513676","street","Bannister Place, Burnside, Christchurch"
"Barbadoes Street","Christchurch Central","122-374","8011","172.645656","-43.524396","street","Barbadoes Street, Christchurch, Christchurch"
"Barbadoes Street","Edgeware","383-699","8013","172.645656","-43.524396","street","Barbadoes Street, Edgeware, Christchurch"
"Barbour Street","Waltham","","8011","172.656926","-43.542935","street","Barbour Street, Waltham, Christchurch"
"Barcelona Place","Bromley","","8062","172.690294","-43.540502","street","Barcelona Place, Bromley, Christchurch"
"Barclay Place","Burwood","","8061","172.669325","-43.508113","street","Barclay Place, Burwood, Christchurch"
"Bard Street","Somerfield","","8024","172.628619","-43.55973","street","Bard Street, Somerfield, Christchurch"
"Baretta Street","Somerfield","","8024","172.634172","-43.556947","street","Baretta Street, Somerfield, Christchurch"
"Barker Street","Lincoln","","7608","172.48164","-43.643368","street","Barker Street, Lincoln, Selwyn"
"Barkers Lane New","Brighton","","8083","172.703043","-43.499609","street","Barkers Lane, New Brighton, Christchurch"
"Barlow Street","Ilam","","8041","172.582155","-43.518924","street","Barlow Street, Ilam, Christchurch"
"Barnes Road","Casebrook","","8051","172.612474","-43.472911","street","Barnes Road, Casebrook, Christchurch"
"Barnett Avenue","Sydenham","","8023","172.63399","-43.549233","street","Barnett Avenue, Sydenham, Christchurch"
"Baronet Lane","Halswell","","8025","172.552065","-43.572008","street","Baronet Lane, Halswell, Christchurch"
"Barossa Lane","Hoon Hay","","8025","172.611384","-43.57039","street","Barossa Lane, Hoon Hay, Christchurch"
"Barrer Lane","Cashmere","","8022","172.638814","-43.58283","street","Barrer Lane, Cashmere, Christchurch"
"Barrie Street","Addington","","8024","172.625824","-43.547076","street","Barrie Street, Addington, Christchurch"
"Barrington Street","Somerfield","","8024","172.618656","-43.557032","street","Barrington Street, Somerfield, Christchurch"
"Barrowclough Street","Hoon Hay","","8025","172.585072","-43.561673","street","Barrowclough Street, Hoon Hay, Christchurch"
"Barry Hogan Place","Middleton","","8041","172.599379","-43.539583","street","Barry Hogan Place, Middleton, Christchurch"
"Barters Road","Islington","3-3","8042","172.482476","-43.543092","street","Barters Road, Islington, Christchurch;Selwyn"
"Bartlett Street","Riccarton","","8011","172.61074","-43.52967","street","Bartlett Street, Riccarton, Christchurch"
"Barton Street","Woolston","","8023","172.682595","-43.55488","street","Barton Street, Woolston, Christchurch"
"Basil Place","Mt Pleasant","","8081","172.727256","-43.56141","street","Basil Place, Mt Pleasant, Christchurch"
"Basingstoke Street","Aranui","","8061","172.702349","-43.507351","street","Basingstoke Street, Aranui, Christchurch"
"Bass Street","Woolston","","8062","172.668918","-43.540518","street","Bass Street, Woolston, Christchurch"
"Bassett Street","Burwood","","8083","172.689319","-43.49542","street","Bassett Street, Burwood, Christchurch"
"Bateman Avenue","Burnside","","8053","172.591076","-43.507378","street","Bateman Avenue, Burnside, Christchurch"
"Bath Street","Christchurch Central","","8011","172.635132","-43.539035","street","Bath Street, Christchurch Central, Christchurch"
"Bathurst Lane","Burwood","","8083","172.691146","-43.501005","street","Bathurst Lane, Burwood, Christchurch"
"Batten Grove","Pines Beach","","7630","172.70327","-43.375442","street","Batten Grove, Pines Beach, Waimakariri"
"Battersea Street","Sydenham","","8023","172.634355","-43.543649","street","Battersea Street, Sydenham, Christchurch"
"Bay View Road","Redcliffs","","8081","172.741497","-43.567975","street","Bay View Road, Redcliffs, Christchurch"
"Bayley Place","Barrington","","8024","172.604333","-43.555675","street","Bayley Place, Barrington, Christchurch"
"Bayliss Close","Northwood","","8051","172.6223","-43.458362","street","Bayliss Close, Northwood, Christchurch"
"Baynes Street","Burwood","","8083","172.686702","-43.495053","street","Baynes Street, Burwood, Christchurch"
"Bayside Lane","Bromley","","8062","172.692098","-43.542227","street","Bayside Lane, Bromley, Christchurch"
"Bayswater Crescent","Bromley","","8062","172.695222","-43.542516","street","Bayswater Crescent, Bromley, Christchurch"
"Bayview Place","Cass Bay","","8082","172.691281","-43.603671","street","Bayview Place, Cass Bay, Christchurch"
"Beach Road","Akaroa","","7520","172.957607","-43.812402","street","Beach Road, Akaroa, Christchurch"
"Beach Road","Burwood","","8083","172.711906","-43.486425","street","Beach Road, Burwood, Christchurch"
"Beach Road","Camside","","7630","172.685132","-43.380317","street","Beach Road, Camside, Waimakariri"
"Beach Road","Kaiapoi","","7630","172.685132","-43.380317","street","Beach Road, Kaiapoi, Waimakariri"
"Beach Road","North Beach","","8083","172.711906","-43.486425","street","Beach Road, North Beach, Christchurch"
"Beach Road","Pines Beach","","7630","172.685132","-43.380317","street","Beach Road, Pines Beach, Waimakariri"
"Beachville Road","Redcliffs","","8081","172.737837","-43.556685","street","Beachville Road, Redcliffs, Christchurch"
"Beacon Street","Brooklands","","8083","172.698924","-43.405099","street","Beacon Street, Brooklands, Christchurch"
"Bealey Avenue","Christchurch Central","45-341 (Odd Numbers)","8013","172.638097","-43.520866","street","Bealey Avenue, Christchurch, Christchurch"
"Bealey Avenue","Christchurch Central","28-338 (Even Numbers)","8013","172.638097","-43.520866","street","Bealey Avenue, Christchurch, Christchurch"
"Bealey Avenue","Christchurch Central","","8013","172.638097","-43.520866","street","Bealey Avenue, Christchurch, Christchurch"
"Bealey Avenue","Christchurch Central","","8013","172.638097","-43.520866","street","Bealey Avenue, Christchurch, Christchurch"
"Bealey Avenue","Merivale","1-43 (Odd Numbers)","8014","172.638097","-43.520866","street","Bealey Avenue, Merivale, Christchurch"
"Bealey Avenue","Merivale","8-20 (Even Numbers)","8014","172.638097","-43.520866","street","Bealey Avenue, Merivale, Christchurch"
"Bealey Avenue","Merivale","","8014","172.638097","-43.520866","street","Bealey Avenue, Merivale, Christchurch"
"Bealey Avenue","Merivale","","8014","172.638097","-43.520866","street","Bealey Avenue, Merivale, Christchurch"
"Bean Street","Hoon Hay","","8025","172.581886","-43.557658","street","Bean Street, Hoon Hay, Christchurch"
"Beanland Avenue","Barrington","","8024","172.6142","-43.557905","street","Beanland Avenue, Barrington, Christchurch"
"Beatrice Place","Avonhead","","8042","172.56131","-43.511515","street","Beatrice Place, Avonhead, Christchurch"
"Beatty Street South New","Brighton","","8062","170.327568","-45.948584","suburb","Brighton, Dunedin"
"Beauford Place","Parklands","","8083","172.706877","-43.484806","street","Beauford Place, Parklands, Christchurch"
"Beaumaris Place","Sockburn","","8042","172.554004","-43.530604","street","Beaumaris Place, Sockburn, Christchurch"
"Beaumont Street","Sydenham","","8023","172.635831","-43.553029","street","Beaumont Street, Sydenham, Christchurch"
"Beckenham Street","Sydenham","","8023","172.639628","-43.558962","street","Beckenham Street, Sydenham, Christchurch"
"Beckford Road","Opawa","66-105","8023","172.657815","-43.557439","street","Beckford Road, Opawa, Christchurch"
"Beckford Road","St Martins","2-57","8022","172.657815","-43.557439","street","Beckford Road, St Martins, Christchurch"
"Becmead Drive","Harewood","","8051","172.572903","-43.485977","street","Becmead Drive, Harewood, Christchurch"
"Bedford Row","Christchurch Central","","8011","172.641146","-43.533663","street","Bedford Row, Christchurch Central, Christchurch"
"Beechwood Drive","Northwood","","8051","172.614973","-43.460747","street","Beechwood Drive, Northwood, Christchurch"
"Beechworth Avenue","Barrington","","8024","172.62241","-43.56397","street","Beechworth Avenue, Barrington, Christchurch"
"Beeston Place","Redwood","","8051","172.619174","-43.472465","street","Beeston Place, Redwood, Christchurch"
"Begonia Lane","Hornby","","8042","172.539801","-43.550153","street","Begonia Lane, Hornby, Christchurch"
"Belair Close","Burwood","","8083","172.695789","-43.500078","street","Belair Close, Burwood, Christchurch"
"Belcher Street","Kaiapoi","","7630","172.647695","-43.392773","street","Belcher Street, Kaiapoi, Waimakariri"
"Belfast Road","Belfast","3-211","8051","172.644144","-43.453851","street","Belfast Road, Belfast, Christchurch"
"Belfield Street","Dallington","","8061","172.671115","-43.512549","street","Belfield Street, Dallington, Christchurch"
"Belgrove Place","Parklands","","8083","172.704235","-43.477767","street","Belgrove Place, Parklands, Christchurch"
"Bell Road","Burnham","","7600","172.305492","-43.612745","street","Bell Road, Burnham, Selwyn"
"Bella Rosa Drive","Hei Hei","","8042","172.52821","-43.533279","street","Bella Rosa Drive, Hei Hei, Christchurch"
"Bellamy Avenue New","Brighton","","8061","172.733576","-43.520792","street","Bellamy Avenue, New Brighton, Christchurch"
"Bellbrook Crescent","Shirley","","8013","172.657539","-43.497076","street","Bellbrook Crescent, Shirley, Christchurch"
"Belleview Terrace","Mt Pleasant","","8081","172.719089","-43.569504","street","Belleview Terrace, Mt Pleasant, Christchurch"
"Bellfield Street","Southbridge","","7602","172.25353","-43.817418","street","Bellfield Street, Southbridge, Selwyn"
"Bellina Place","Broomfield","","8042","172.533082","-43.521202","street","Bellina Place, Broomfield, Christchurch"
"Bellingham Place","Avonhead","","8042","172.551094","-43.509976","street","Bellingham Place, Avonhead, Christchurch"
"Belloc Common","Rolleston","","7614","172.38777","-43.596039","street","Belloc Common, Rolleston, Selwyn"
"Bellvue Avenue","Papanui","","8053","172.606212","-43.499379","street","Bellvue Avenue, Papanui, Christchurch"
"Belmont Street","Avondale","","8061","172.689183","-43.506982","street","Belmont Street, Avondale, Christchurch"
"Ben Nevis Drive","Broomfield","","8042","172.534562","-43.523398","street","Ben Nevis Drive, Broomfield, Christchurch"
"Bencard Place","Hoon Hay","","8025","172.600666","-43.558822","street","Bencard Place, Hoon Hay, Christchurch"
"Bendale Place","Avonhead","","8042","172.559389","-43.512604","street","Bendale Place, Avonhead, Christchurch"
"Bengal Drive","Cashmere","","8022","172.619042","-43.574279","street","Bengal Drive, Cashmere, Christchurch"
"Benjamin Lane","Cashmere","","8022","172.646702","-43.571436","street","Benjamin Lane, Cashmere, Christchurch"
"Benmore Gardens","Harewood","","8051","172.571065","-43.485616","street","Benmore Gardens, Harewood, Christchurch"
"Bennett Street","Papanui","25-46","8053","172.615579","-43.503451","street","Bennett Street, Papanui, Christchurch"
"Bennett Street","St Albans","2-22","8052","172.615579","-43.503451","street","Bennett Street, St Albans, Christchurch"
"Bent Street","Sydenham","","8023","172.634529","-43.552072","street","Bent Street, Sydenham, Christchurch"
"Bentley Street","Avonhead","","8042","172.539929","-43.518522","street","Bentley Street, Avonhead, Christchurch"
"Beresford Street New","Brighton","","8061","170.327568","-45.948584","suburb","Brighton, Dunedin"
"Bering Street","Northwood","","8051","172.618966","-43.459179","street","Bering Street, Northwood, Christchurch"
"Berisdale Place","Harewood","","8051","172.570566","-43.486897","street","Berisdale Place, Harewood, Christchurch"
"Berkshire Drive","Avonhead","","8042","172.548878","-43.514807","street","Berkshire Drive, Avonhead, Christchurch"
"Bermuda Drive","Hornby","","8042","172.534908","-43.543981","street","Bermuda Drive, Hornby, Christchurch"
"Bernadette Street","Halswell","","8025","172.569851","-43.567252","street","Bernadette Street, Halswell, Christchurch"
"Bernard Street","Addington","","8024","172.613141","-43.541777","street","Bernard Street, Addington, Christchurch"
"Berry Street","St Albans","","8014","172.630574","-43.517476","street","Berry Street, St Albans, Christchurch"
"Berwick Street","St Albans","","8014","172.639917","-43.508296","street","Berwick Street, St Albans, Christchurch"
"Besant Place","Avondale","","8061","172.702906","-43.50445","street","Besant Place, Avondale, Christchurch"
"Beswick Street","Kaiapoi","","7630","172.663812","-43.384566","street","Beswick Street, Kaiapoi, Waimakariri"
"Bethel Crescent","Bishopdale","","8053","172.581332","-43.494997","street","Bethel Crescent, Bishopdale, Christchurch"
"Betty Place","Bexley","","8061","172.705898","-43.517878","street","Betty Place, Bexley, Christchurch"
"Betula Place","Parklands","","8083","172.6961","-43.479181","street","Betula Place, Parklands, Christchurch"
"Betwin Avenue","Sockburn","","8042","172.560942","-43.529704","street","Betwin Avenue, Sockburn, Christchurch"
"Beveridge Street","Christchurch Central","","8013","172.632079","-43.52253","street","Beveridge Street, Christchurch Central, Christchurch"
"Beverley Street","St Albans","","8014","172.624795","-43.51439","street","Beverley Street, St Albans, Christchurch"
"Bevin Place","Burnside","","8053","172.587632","-43.509077","street","Bevin Place, Burnside, Christchurch"
"Bevington Street","Avonhead","","8042","172.553927","-43.520606","street","Bevington Street, Avonhead, Christchurch"
"Bewdley Street","Barrington","","8024","172.611028","-43.553313","street","Bewdley Street, Barrington, Christchurch"
"Bexley Road","Aranui","","8061","172.717713","-43.514136","street","Bexley Road, Aranui, Christchurch"
"Bexley Road","Bexley","","8061","172.717713","-43.514136","street","Bexley Road, Bexley, Christchurch"
"Bezar Green","Halswell","","8025","172.57024","-43.564968","street","Bezar Green, Halswell, Christchurch"
"Bibiana Street","Halswell","","8025","172.566999","-43.566979","street","Bibiana Street, Halswell, Christchurch"
"Bickerton Street","Wainoni","","8061","172.691273","-43.518846","street","Bickerton Street, Wainoni, Christchurch"
"Bicknor Street","Templeton","","8042","172.476228","-43.551638","street","Bicknor Street, Templeton, Christchurch"
"Bideford Place","Dallington","","8061","172.674971","-43.512452","street","Bideford Place, Dallington, Christchurch"
"Bidwell Place","Hoon Hay","","8025","172.581755","-43.553571","street","Bidwell Place, Hoon Hay, Christchurch"
"Billys Track","Mt Pleasant","","8081","172.716556","-43.562933","street","Billys Track, Mt Pleasant, Christchurch"
"Binstead Place","Avondale","","8061","172.699334","-43.503037","street","Binstead Place, Avondale, Christchurch"
"Birch Street","Bexley","","8061","172.721064","-43.514698","street","Birch Street, Bexley, Christchurch"
